utt_key,transcription,counts
3358558292_6ab14193ed_0,"a group of 5 people making different expressions","wearing=1|boy=1|young=1|face=4|large=1|camera=1|mouth=5|smiling=1|sits=1|children=1|women=1"
3358682439_be4b83544c_4,"two women pet a kangaroo in a park","park=3|three=1|face=1|field=1|black=2|smiling=1|women=4"
3359530430_249f51972c_3,"several people are watching a snowboarder with a blue jacket jump","wearing=3|mountain=2|snowy=4|snow=4|jumps=5|young=1|air=2|jacket=4|race=1|climbing=1|rides=2"
3359551687_68f2f0212a_1,"a girl doing a cartwheel in front of a crowd","little=1|jumps=2|young=4|face=1|street=1|small=2|smiling=1|children=2"
3360930596_1e75164ce6_4,"the person in the red and black uniform has a ball above her head","wearing=4|ball=4|shirt=2|football=1|park=1|young=1|air=1|large=1|toy=2|black=4|holding=2|smiling=1|soccer=1|children=1|red=3|women=2"
3361990489_92244a58ef_4,"the young girl is standing in a tree","little=3|stands=4|sitting=1|tree=4|park=1|young=5|air=1|field=2|small=3|climbing=1|children=2|women=1"
3363750526_efcedc47a9_0,"a black and white dog is running on the beach","park=1|running=3|ocean=4|water=2|sand=4|black=4|white=3|beach=4|dogs=4"
3364026240_645d533fda_0,"a lone skier skiing down a snowy mountain on one ski","wearing=1|mountain=5|snowy=5|top=1|snow=4|riding=3|white=2|rides=2"
3364151356_eecd07a23e_3,"orange dog runs on dirt beside green fence","dirt=3|top=1|field=2|running=4|street=1|orange=2|grass=1|dogs=4"
3364861247_d590fa170d_2,"a woman in a pink sweater looks pensive next to a crowd of laughing women","wearing=4|pink=4|stands=1|jacket=1|sitting=1|top=1|face=2|hair=1|smiling=2|sits=1|women=5"
3365783912_e12c3510d8_4,"two people walk down a city street that has writing on it","building=3|brown=1|snowy=1|car=1|street=3|walks=5|camera=1|road=5"
3375070563_3c290a7991_2,"a white birds lands swiftly in the water","little=1|park=1|air=2|water=3|small=1|white=3|ocean=2|beach=2"
3375549004_beee810e60_3,"three buddhists walk on the street","building=1|three=2|street=4|walks=5|grass=1|road=3"
3375991133_87d7c40925_4,"several people are playing outside in the water","boy=1|jumps=1|ocean=2|water=4|sand=1|rock=1|smiling=1|beach=2|pool=3|swimming=5"
3384314832_dffc944152_4,"the small yellow and white dog jumps over an obstacle with a tennis ball","little=1|ball=2|jumps=4|tennis=2|yellow=3|air=1|running=1|carrying=2|mouth=2|holding=1|small=2|toy=3|white=2|dogs=5"
3385246141_a263d1053e_1,"a man on ski has jumped in a tree while another man is watching","boy=1|snowy=4|tree=3|jumps=5|rides=1|water=1|snow=3|ocean=1|large=1|race=1|riding=2|mountain=3|grass=1|beach=1"
3385593926_d3e9c21170_2,"two brown dogs playfully fight in the snow","brown=3|white=2|dogs=4|snow=4|snowy=5"
3387542157_81bfd00072_1,"a girl is curling in a competition","little=2|snowy=1|young=3|field=1|stick=2|rock=1|children=1|women=1"
3388330419_85d72f7cda_1,"two children are playing or dancing inside","boy=1|little=2|young=5|face=1|street=1|mouth=1|small=1|smiling=1|soccer=1|children=4"
3393343330_b13df4d8ec_3,"a man sits at a table crowded with military merchandise","jacket=1|sits=3|sitting=3"
339350939_6643bfb270_3,"black dog running behind three birds on shore with waves in the background","three=2|ocean=4|water=4|running=4|street=1|black=1|beach=4|dogs=3|swimming=3"
3393926562_66cc01b001_3,"a man with shaggy hair and a moustache pointing down a street","hair=2|street=3|mouth=2|road=2|face=2"
3396157719_6807d52a81_4,"the brown and white dog is standing on a trampoline with its tongue hanging out","brown=2|stands=4|jumps=1|face=1|mouth=2|small=1|white=3|dogs=4"
339658315_fbb178c252_1,"two woman stand near a stroller in a dark building","building=5|stands=4|face=1|baby=1|smiling=1|women=5"
3397220683_4aca010f86_3,"person with skis and a dog are standing in the snow","wearing=2|mountain=1|toy=1|stands=4|snowy=4|snow=5|jacket=1|field=1|carrying=1|white=4|dogs=4"
3398746625_5199beea71_0,"a man does a handstand in the sand","stands=2|dirt=1|jumps=1|ocean=2|sand=4|camera=1|beach=3"
3399284917_721aefe2a7_4,"woman standing with a child on a swing","boy=1|little=1|stands=4|sitting=1|park=3|young=2|field=1|sand=1|walks=1|riding=1|smiling=1|sits=2|rides=1|children=4|women=3"
3406930103_4db7b4dde0_1,"a dog walks through the snow","little=1|snowy=5|snow=5|field=1|walks=4|white=3|dogs=5"
3411393875_a9ff73c67a_4,"the man is wearing a red shirt while the woman standing with him has purple streaks in her hair","wearing=4|stands=2|shirt=2|hair=4|street=2|mouth=1|red=3|women=3"
3413571342_b9855795e2_0,"a man in colorful shorts is surfing under a wave","wearing=2|stands=1|rides=4|yellow=1|ocean=4|water=3|sand=2|orange=1|riding=3|beach=4|swimming=3"
3416091866_a96003d652_3,"a man is standing behind and desk and there is part of a red car hanging above his head","building=1|toy=1|stands=3|sitting=1|car=4|air=1|large=1|street=1|hat=1|red=5"
3421789737_f625dd17ed_2,"a young boy rides a blue and yellow merry-go-round with an adult male hand in the foreground","boy=3|little=1|sitting=2|park=1|young=4|yellow=3|small=1|riding=2|smiling=3|sits=3|rides=3|children=5"
3422458549_f3f3878dbf_1,"a tennis player in an orange outfit hits a ball","orange=4|tennis=4|wearing=1|ball=4|football=1"
3424424006_98f9d1921c_1,"a groom leaps off of a stone wall and into his wife 's arms","stands=1|jumps=4|air=3|running=1|smiling=1|women=2"
3425835357_204e620a66_0,"a boy doing a handstand in a yellow shirt","wearing=3|boy=4|little=3|shirt=4|jumps=1|top=1|young=4|yellow=4|face=1|hair=1|small=1|children=2"
3425851292_de92a072ee_0,"a male athlete is wearing a teal sweatband and a shirt from nike and is holding a tennis racket","wearing=5|boy=1|stands=1|top=1|tennis=5|face=1|field=1|running=1|carrying=3|mouth=1|holding=4"
3427118504_93126c83e0_1,"a shirtless child dances with an adult man","wearing=1|boy=2|little=1|shirt=1|jumps=1|top=1|young=3|face=1|small=1|smiling=2|children=4"
3427233064_6af01bfc5c_3,"a young girl clings to a fence ant watches the horse on the other side","little=3|sits=1|stands=1|young=3|field=2|running=1|race=1|holding=1|riding=1|small=3|climbing=1|grass=2|children=2|women=1"
3429956016_3c7e3096c2_3,"a man in a red jacket mountain climbing an icy rock mountain","wearing=2|mountain=5|snowy=2|water=1|snow=3|jacket=3|holding=1|rock=5|climbing=3|red=2"
3430607596_7e4f74e3ff_4,"the boy wearing red shorts is jumping into the river as other children swim","wearing=3|boy=4|little=2|shirt=1|hat=1|jumps=4|park=1|young=4|air=1|water=5|small=2|smiling=1|face=1|beach=1|children=4|red=2|swimming=5"
343218198_1ca90e0734_2,"a black dog running in a backyard","park=1|air=1|running=3|race=1|black=5|grass=4|dogs=4"
3432550415_e7b77232de_2,"an in-line skater is attempting a trick in a long metal rail behind a large structure","building=1|sand=1|jumps=1|park=1|young=3|air=1|large=1|running=1|street=2|mouth=1|riding=1|face=1|rides=3"
3433982387_3fa993cf5a_0,"a girl in a white dress is playing with bubbles while a mother and daughter stand to the side","wearing=3|little=1|toy=1|stands=2|face=1|young=5|children=5|hair=1|running=1|carrying=1|three=1|holding=1|white=4|ocean=1|beach=1|smiling=2|women=5"
3435035138_af32890a4c_3,"a white and brown shaggy dog is running down a dirt path in a park","brown=3|dirt=5|jumps=1|park=5|field=3|running=5|street=1|white=2|grass=1|dogs=4"
3436063693_15c8d377a2_4,"the gray dog sits quietly dressed in a blue track jacket","wearing=4|stands=1|sitting=2|young=1|face=1|jacket=4|race=1|sits=3|dogs=4"
3437147889_4cf26dd525_3,"two motorcyclists are on a dirt track","brown=2|street=1|dirt=4|bike=3|face=2|sand=1|race=1|mouth=1|riding=5|rides=5"
3437654963_c4fdc17e8b_3,"two bears bare their teeth at one another","mountain=2|brown=1|face=1|hair=1|field=1|mouth=2|dogs=1"
3439382048_d2e23b2b4c_0,"a bald man is attempting to slam dunk a basketball in a game while people in the stands watch","wearing=1|ball=5|stands=2|camera=1|jumps=3|air=3|carrying=1|mouth=1|holding=4|sits=2"
3442242092_e579538d82_1,"a couple walks down a city street holding hands","building=3|car=1|young=1|face=1|running=1|street=4|holding=3|walks=3|smiling=3|road=3|women=2"
3449114979_6cdc3e8da8_0,"children sit in a classroom holding slates","boy=1|little=3|sitting=5|young=3|carrying=3|holding=3|small=2|sits=3|children=5"
3450874870_c4dcf58fb3_4,"two people wearing skis on chairlift","wearing=3|mountain=5|smiling=1|snowy=4|snow=2|sitting=4|young=1|air=3|riding=2|holding=1|rock=1|climbing=1|white=2|sits=3|rides=1|children=1"
3452127051_fa54a902b3_1,"a dark brown dog wearing a yellow harness is jumping over a hurdle in an agility competition","wearing=2|brown=3|jumps=5|park=2|yellow=4|field=2|running=1|race=1|black=2|dogs=5"
3453259666_9ecaa8bb4b_4,"two small children wearing blue jeans enjoy swinging in a tire swing","wearing=3|boy=2|little=5|mountain=1|face=2|dirt=1|tree=4|young=4|air=1|field=2|camera=1|sitting=3|small=4|riding=1|smiling=2|grass=1|rides=1|children=5"
3456362961_d8f7e347a8_1,"a little girl climbs up a rock climbing jungle gym at a park","little=4|dirt=2|face=1|park=5|young=5|air=1|field=1|rock=4|small=3|climbing=4|grass=1|children=4"
3457045393_2bbbb4e941_4,"a woman with a pink sweater is smiling as she holds a child","pink=3|wearing=2|shirt=1|young=1|jacket=1|baby=5|carrying=5|holding=4|walks=1|small=3|smiling=3|children=3|women=4"
3458211052_bb73084398_4,"people standing at fence watching motor vehicles in field","bike=1|stands=4|dirt=1|car=4|park=1|face=1|field=3|race=3|riding=1|grass=2|women=1"
3458559770_12cf9f134e_0,"a biker with a blue jacket black pants and white helmet driving on dirt while people watch","wearing=2|bike=4|toy=1|shirt=1|brown=2|dirt=2|carrying=1|park=1|face=1|jacket=5|race=2|black=3|riding=3|white=4|sits=1|rides=3|road=2"
3459156091_c1879ebe28_0,"a boy is kneeling under a statue of bear that has a painting of a man on its back","boy=4|little=1|brown=1|young=3|mouth=1|small=1|children=2"
3461041826_0e24cdf597_4,"a white dog is splashing in an outdoor stream next to a grassy bank","mountain=1|little=1|dirt=1|sitting=1|tree=1|dogs=5|water=4|running=1|walks=1|white=2|grass=4|children=1|pool=2|swimming=4"
3462454965_a481809cea_1,"several multicolored dogs running through the grass","brown=1|little=1|park=4|hair=1|field=2|running=4|race=1|black=1|white=1|grass=4|dogs=5"
3467219837_7d62213dec_1,"a greyhound leaps in a race","stands=1|jumps=2|air=2|running=3|race=4|dogs=5"
3468694409_a51571d621_0,"a group of people sing and dance at a concert","large=1|jumps=1|face=1|young=2|rock=2"
3470951932_27ed74eb0b_3,"a child in a baseball uniform runs on a baseball field","wearing=2|boy=3|little=2|ball=2|shirt=1|dirt=4|park=2|young=5|field=3|running=3|small=2|smiling=1|grass=2|children=5"
3471841031_a949645ba8_1,"a woman ties her little girls shoes in front of a bench with a man sleeping on it","wearing=1|little=4|sitting=1|park=1|young=5|three=1|street=1|holding=1|walks=1|small=1|face=1|children=4|women=4"
3472364264_dbde5a8d0a_3,"the dog ran across the beach","water=2|jumps=1|running=5|ocean=3|large=2|sand=3|race=2|mouth=1|walks=1|beach=4|dogs=5"
3473264983_67917a931f_4,"speed ball paintball team starting the first round","ball=3|stands=1|park=1|yellow=1|air=1|field=1|running=1|shirt=1"
3474406285_01f3d24b71_0,"a brown dog jumping over a blue and yellow stick","brown=5|dirt=1|tree=1|jumps=4|park=2|young=1|yellow=4|air=1|running=1|race=1|mouth=1|stick=3|grass=1|dogs=4"
3477715432_79d82487bb_4,"two teenage girls dance in pajama bottoms one holding a paper","wearing=3|carrying=4|children=3|holding=3|young=2"
3480051754_18e5802558_2,"a group of refugees and sitting next to their tents","baby=1|large=1|sits=5|grass=1|sitting=5"
3482062809_3b694322c4_3,"a woman with a backpack leans again a statue while a group of boys sit on a bench talking","wearing=1|boy=3|grass=1|stands=2|dirt=1|carrying=2|sitting=3|park=2|three=1|young=2|street=2|mouth=2|holding=1|sits=4|children=3|women=5"
3482974845_db4f16befa_0,"a black dog with his pink tongue sticking out running on the beach with a white dog wearing a red collar","pink=4|wearing=2|sand=3|ocean=1|water=3|running=4|black=3|stick=1|mouth=3|white=2|beach=3|dogs=5|red=2"
348380010_33bb0599ef_3,"a dog lays on his back with a favorite tennis ball in his mouth","ball=3|dirt=1|tennis=5|yellow=1|ocean=1|carrying=1|mouth=3|holding=4|toy=2|dogs=5"
3484649669_7bfe62080b_0,"a girl with a black swimsuit plays in the sprinkler","wearing=1|little=1|jumps=2|young=3|water=3|black=4|small=1|mouth=1|smiling=1|grass=2|beach=1|children=4"
3484832904_08619300d9_3,"a girl playing softball taking a swing","boy=1|ball=3|shirt=1|face=1|young=3|air=1|field=2|running=2|carrying=1|holding=2|grass=1|hat=1|children=3|women=1"
3485425825_c2f3446e73_2,"a young girl is standing on the back of a man 's bicycle while the man peddles forward","bike=4|little=5|stands=4|sitting=1|top=2|carrying=1|young=4|small=1|street=1|holding=2|baby=1|riding=4|sits=3|rides=3|children=2|road=1"
3490736665_38710f4b91_0,"a big dog stands on his hand leg as tennis balls are thrown his direction","ball=5|stands=4|tennis=4|yellow=1|air=1|large=2|running=1|carrying=1|mouth=2|toy=1|sits=1|dogs=5"
3494394662_3edfd4a34c_2,"a man with a red collar and gray beard looks at the camera","wearing=4|shirt=2|face=2|camera=3|mouth=2|smiling=2|red=3"
3497224764_6e17544e0d_2,"a woman writing while standing by men","face=1|smiling=1|sitting=1|stands=4|women=5"
3498327617_d2e3db3ee3_3,"dog carries stick in mouth while in water","brown=1|toy=3|ocean=1|water=4|running=1|carrying=1|mouth=4|stick=5|holding=4|walks=1|beach=5|dogs=4|pool=2|swimming=3"
3498997518_c2b16f0a0e_0,"a football player in blue grabs a football player in white for a tackle","wearing=3|ball=5|football=5|park=1|field=3|running=2|carrying=1|holding=1|white=5|grass=3"
3499720588_c32590108e_0,"a dark skinned man plays a blue guitar on the street","carrying=2|young=1|street=2|black=3|red=3|holding=2|road=3"
3500136982_bf7a85531e_3,"many people are rollerblading down the street","wearing=1|boy=2|street=4|park=1|race=1|riding=2|rides=1|road=2|women=2"
3502343542_f9b46688e5_1,"a woman is climbing up a steep mountain over water","mountain=5|rock=1|ocean=3|air=1|water=4|walks=2|climbing=4|grass=1|women=4"
3502993968_4ee36afb0e_1,"a biker looks back at the camera for a photo","bike=3|race=1|street=4|face=2|jacket=2|camera=5|riding=1|smiling=1|rides=3|road=3"
3503623999_bbd5dcfb18_4,"the lady is wearing a bandanna around her face to protect her from dust","wearing=2|stands=1|dirt=4|shirt=1|air=1|sand=1|mouth=2|face=3|women=4"
3503689049_63212220be_0,"an african american in sunglasses and a white tee-shirt smiles","wearing=4|shirt=3|park=1|face=3|street=1|black=4|mouth=1|smiling=4|white=3"
350443876_c9769f5734_0,"a little baby climbing up the ladder after someone","little=5|stands=1|young=1|small=1|holding=2|baby=3|climbing=4|children=4"
3504881781_6a842e043b_2,"several men loading a metal cannon","large=1|stands=1"
3506468593_7e41a6d9f1_0,"a girl swings on a vine over water","jumps=1|tree=1|young=2|air=2|water=2|holding=2|small=1|riding=1|ocean=1|children=1|pool=3|swimming=1"
3506560025_8d0f4f9ac4_0,"a lady looks to her right and holds a mini camera","little=1|stands=1|camera=4|young=1|carrying=3|holding=4|small=1|women=4"
3507076266_8b17993fbb_4,"the man is walking with a draft horse","large=1|smiling=2|grass=2|walks=4"
3514019869_7de4ece2a5_4,"dog performing during an outdoor dog show","running=1|mouth=1|dogs=4"
3514179514_cbc3371b92_1,"a baseball player catches the ball while the batter reaches the base","boy=1|ball=5|face=1|jumps=1|park=1|three=1|air=1|field=3|running=3|mouth=1|holding=1|grass=3|hat=1"
3516825206_5750824874_1,"a woman and a barefoot man lay down on rocky terrain","mountain=3|ocean=1|field=1|rock=3|climbing=2|smiling=1|grass=1|road=1|women=1"
3518126579_e70e0cbb2b_1,"a man skates down a long outdoor stairway","building=1|large=2|skateboard=4|young=1|hair=1|riding=3|rides=2"
3521374954_37371b49a4_0,"a baby girl and little boy are standing next to a guitar and a drum","pink=1|boy=5|little=3|stands=2|park=1|young=2|baby=3|rock=1|small=4|hat=1|children=4|red=1"
3523471597_87e0bf3b21_0,"a couple are looking at an area map","sitting=1|face=1|street=1|holding=2|road=1|women=1"
3523474077_16e14bc54c_2,"a man in a blue t-shirt holds a camera","wearing=1|shirt=2|face=1|field=1|camera=3|holding=4"
3523559027_a65619a34b_4,"the group of people make single file lines on the field","grass=1|stands=1|dirt=1|park=2|field=4|soccer=1"
352382023_7605223d1c_1,"a dog with a stick in his mouth walking through water","toy=1|ocean=2|water=5|carrying=5|mouth=2|stick=4|holding=2|walks=4|beach=2|dogs=4|pool=2"
3523874798_9ba2fa46e3_0,"a boy in a white shirt and green helmet is riding a skateboard down some steps","wearing=3|boy=4|shirt=2|park=1|jumps=1|top=1|skateboard=5|young=4|small=1|riding=3|white=3|rides=2|children=2"
352981175_16ff5c07e4_4,"two people are hiking in the snow","mountain=1|hair=1|snowy=5|snow=5|jacket=2|walks=4|white=2|hat=1|children=1|women=1"
3530843182_35af2c821c_4,"a woman in a crochet hat and sunglasses smiles while the man beside her in a plaid short and sunglasses looks behind her","wearing=4|shirt=2|beach=1|top=1|park=1|ocean=1|face=2|water=1|sand=1|black=1|walks=1|mouth=2|smiling=5|women=2|hat=4|swimming=1"
353180303_6a24179c50_3,"a woman in a fancy costume is fixer her makeup in front of a mirror","wearing=3|stands=3|shirt=1|face=4|hair=2|mouth=2|smiling=1|white=1|red=1|women=5"
3532205154_5674b628ea_0,"a man checks out the beautiful necklace a woman is wearing","wearing=4|smiling=1|face=1|women=3"
3537400880_8f410d747d_0,"a girl doing the splits in the air while jumping on a trampoline","mountain=1|little=1|jumps=4|young=2|air=3|small=1|riding=1|rides=1|children=2"
3538213870_9856a76b2a_0,"a girl twirls in a pink dress","pink=5|wearing=1|little=1|stands=1|young=3|small=2|children=3"
3539767254_c598b8e6c7_0,"a gondola is steered through the canals with other boats around","ocean=1|water=4|street=1|small=1|riding=3|rides=2|pool=1"
3540416981_4e74f08cbb_3,"the white dog is chasing a toy that is attached to a string across the grass","toy=3|park=1|running=4|stick=1|white=2|grass=5|dogs=4"
3541474181_489f19fae7_3,"a snowboarder is in the air","mountain=1|snowy=5|jumps=4|snow=4|air=5|jacket=2|riding=1|white=1|rides=1"
3542484764_77d8920ec9_1,"man dressed in white playing sports","wearing=2|tennis=1|stands=1|jumps=1|football=2|field=1|running=2|ball=1|race=1|toy=1|white=4|grass=1|shirt=1"
3544793763_b38546a5e8_3,"two boxers fight in a well-lit ring surrounded by poorly-lit seating","large=1|building=1|sits=2|stands=1|sitting=1"
3545586120_283d728a97_1,"two boxers fiercely attacking each other","jumps=1|running=1|mouth=1|dogs=1|stands=1"
3545652636_0746537307_4,"little boy in red getting ready to kick soccer ball while other boy watches","wearing=1|boy=5|little=4|ball=3|face=2|football=2|park=2|young=4|soccer=5|field=3|running=1|sitting=1|grass=1|children=5|red=2"
354642192_3b7666a2dd_2,"a person swimming in water nearby rocks and a small waterfall","ocean=2|water=5|rock=2|small=1|swimming=4|beach=3|pool=2|women=1"
3549583146_3e8bb2f7e9_1,"a young boy has his mouth open as he rides his bike outdoors past a stone wall","building=1|boy=4|little=2|young=3|bike=4|face=3|street=1|mouth=2|small=1|riding=4|smiling=1|rides=4|children=1"
3554634863_5f6f616639_3,"man in yellow-gold suit and hat leaning forward with musical instruments to his right","wearing=3|stands=1|sitting=1|yellow=2|jacket=3|carrying=1|hat=2|shirt=1"
3556598205_86c180769d_2,"a person drives an atv through mud","brown=3|dirt=4|sitting=2|tree=1|water=1|bike=1|riding=3|sits=1|rides=3|road=1"
3558370311_5734a15890_4,"the biker does a trick in the air","boy=1|race=1|jumps=2|park=1|young=2|bike=4|air=5|street=1|riding=2|rides=2"
3562050678_4196a7fff3_1,"a group of people on a zig zagging path through the mountains","mountain=5|stands=1|snowy=2|rock=2|park=1|face=1|large=1|field=1|walks=3|climbing=2|road=2|women=1"
3564312955_716e86c48b_1,"a little girl smiles as she lays on her side in the water","little=4|young=4|face=3|water=4|mouth=1|small=2|smiling=2|ocean=4|beach=1|children=4|pool=1|swimming=3"
3564543247_05cdbc31cf_2,"two guys jumping into a pool","large=1|boy=1|jumps=1|park=1|young=1|air=2|water=4|mouth=1|children=1|pool=5|swimming=4"
3565598162_56044bc2f7_2,"two women are dancing while men play music behind them","little=2|stands=1|women=5"
3567061016_62768dcce1_0,"a bird flying in the air","small=1|little=1|beach=1|air=5"
3568197730_a071d7595b_2,"an actor dressed as a pirate performs in an outdoor park","wearing=4|stands=1|park=5|face=1|jacket=1|street=1|ocean=1|grass=3|hat=2"
3569406219_f37ebf7b92_3,"two women dressed in traditional japanese clothing","wearing=4|women=5"
3569979711_6507841268_3,"a person in midair doing a flip along the beach","jumps=4|young=1|air=5|water=4|sand=3|ocean=5|beach=5|swimming=1"
3571147934_d1c8af1d6e_2,"kids are waiting at the bottom of a staircase attached to a brick building","building=5|boy=1|little=1|young=4|face=1|street=1|sits=1|children=4"
3572267708_9d8a81d4a4_2,"three girls in colorful outfits are dancing under a stage light","wearing=1|stands=1|shirt=1|top=1|three=2|young=2|children=3|women=2"
3576259024_9c05b163aa_0,"a man in blue jumping a dirt bike","wearing=2|bike=4|shirt=1|dirt=4|jumps=4|young=1|air=3|race=2|holding=1|riding=4|smiling=1|face=1|rides=3"
3578841731_f775cab089_2,"a red and white race car racing on a dirt racetrack","mountain=1|brown=1|dirt=4|car=5|sand=1|race=5|road=1|riding=3|white=3|rides=2|red=4"
3578914491_36019ba703_0,"two dogs are fighting over something","large=1|carrying=1|dogs=5|holding=1|stick=1"
3582742297_1daa29968e_4,"three dogs chase and wrestle together on a dirt field","little=1|sand=1|dirt=4|park=3|young=1|three=3|field=5|running=3|race=3|dogs=4"
3584534971_b44f82c4b9_0,"a man leads the way on his bike while two others follow in the distance","bike=3|race=3|sitting=1|three=2|field=1|street=2|walks=1|riding=1|rides=5|road=3"
3584561689_b6eb24dd70_2,"some teenagers are scrambling for a basketball underneath the net","running=1|ball=4|three=1|young=2|children=3"
3584930205_a3f58a4b7c_0,"a boy skateboarding","boy=4|park=1|jumps=1|skateboard=4|young=2|face=3|running=1|street=1|small=1|riding=3|smiling=1|rides=3|children=3|road=2"
3585487286_ef9a8d4c56_3,"two white and brown dogs barking on the shoreline while waves roll in behind them","brown=2|park=1|ocean=4|water=4|sand=4|white=3|beach=4|dogs=5"
3585598356_8ce815bbb9_2,"two woman are showing different facial expressions and wearing gold and purple costumes","wearing=4|ball=3|shirt=1|yellow=1|face=1|mouth=2|smiling=1|hat=1|white=1|women=5"
3589367895_5d3729e3ea_3,"indian wearing headgear speaks","wearing=4|stands=1|top=1|face=1|mouth=2|smiling=1|hat=3"
3589895574_ee08207d26_3,"a little girl in a sweatshirt jacket holding on to a bar","wearing=2|little=5|park=1|young=5|air=1|jacket=4|holding=3|small=2|climbing=1|face=1|children=3"
3591458156_f1a9a33918_1,"a cowboy is thrown from the horse he was riding while the judge stands by with his hand on a yellow flag","stands=1|sitting=1|yellow=4|air=2|field=1|carrying=1|riding=4|rides=2"
3591462960_86045906bd_2,"a rodeo rider gets tossed up into the air by a black bull as fellow cowboys look on","stands=1|dirt=1|jumps=1|air=4|field=1|black=3|holding=1|riding=4|face=2|rides=4"
3592968286_b63c81bcd2_3,"man playing guitar in a dark room","smiling=1|black=1|young=1|sitting=1"
3592992234_6d3fe58a70_2,"a man is walking in a field carrying a stick","face=1|field=5|carrying=4|stick=5|holding=3|walks=4|grass=4|road=1"
3593392955_a4125087f6_2,"two dogs run down a dirt path in the forest","mountain=1|dirt=4|tree=2|running=4|race=2|mouth=1|rock=2|dogs=4|road=3"
3595643050_d312e4b652_1,"a dog jumping up in the air next to a white house","building=2|jumps=5|air=5|large=1|running=1|walks=1|white=3|grass=2|dogs=5"
3596131692_91b8a05606_1,"children dressed in green and yellow soccer uniforms run after a soccer ball","wearing=2|boy=4|little=1|ball=4|top=1|football=4|young=4|yellow=3|soccer=5|field=3|running=4|race=1|small=2|grass=3|children=5"
3597326009_3678a98a43_3,"three people are sitting on a picnic table along with two cameras and a drum","shirt=1|sitting=4|tree=1|park=2|three=2|face=1|field=1|camera=5|holding=1|sits=3|women=1"
359837950_9e22ffe6c2_1,"a black dog is running gover rocky ground under a cloudy blue sky","dirt=1|jumps=1|air=1|running=5|race=1|black=4|rock=2|grass=1|dogs=4"
3601843201_4809e66909_1,"a motorcycle rider drives fast around a curve on a track","riding=4|race=3|rides=4|stands=1|road=4"
3602838407_bf13e49243_4,"a small black dog plays in the water","little=2|sand=1|ocean=3|water=4|running=1|black=4|stick=1|small=3|beach=1|dogs=5|pool=3"
3605061440_1d08c80a57_3,"a group of children playing with a dog","boy=2|ball=1|tree=1|park=1|young=2|children=4|field=1|running=2|holding=1|walks=1|smiling=1|dogs=4"
3605676864_0fb491267e_4,"two children are in a pool with a beach ball floating nearby","boy=3|little=3|ball=5|large=1|young=4|water=5|toy=2|holding=1|smiling=1|sits=1|beach=3|children=5|pool=5|swimming=4"
3609032038_005c789f64_2,"a motocross bike is being ridden over rocks","mountain=1|dirt=4|bike=5|face=1|jacket=2|street=1|mouth=1|rock=4|riding=4|rides=4"
3609645320_815c294b65_0,"a family poses seated on concrete steps","sitting=4|three=1|young=1|camera=1|sits=5|children=2|women=2"
3610683688_bbe6d725ed_3,"a dog walking through the pound","building=1|little=1|walks=4|smiling=1|dogs=5|pool=1"
3613424631_3ae537624f_2,"a man sits on the stairs next to his bike","race=1|street=1|sitting=3|young=1|bike=3|sits=4"
3613800013_5a54968ab0_1,"a brown and white dog running in a field covered in yellow flowers","brown=3|yellow=5|field=3|running=3|race=1|mouth=1|white=4|grass=2|dogs=5"
3613955682_3860e116cf_1,"a soccer team poses for a picture","stands=1|sitting=1|face=4|field=1|camera=2|mouth=2|smiling=3|soccer=4|shirt=1"
3619416477_9d18580a14_0,"a white dog catches a green ball while standing in shallow water","ball=3|stands=3|ocean=2|water=3|toy=2|mouth=2|holding=1|white=4|dogs=4|pool=1|swimming=1"
3624327440_bef4f33f32_4,"a surfer rides the waves","boy=1|rides=4|top=2|young=1|ocean=2|water=4|sand=1|riding=4|beach=5|swimming=1"
3627011534_485f667b10_1,"a girl in a purple shirt and pink headband posing","pink=4|wearing=3|stands=1|shirt=2|young=3|face=1|camera=3|mouth=1|smiling=3|hat=1|children=3|women=1"
3630332976_fdba22c50b_2,"one child lifts another on his back inside a room","little=1|young=3|air=1|carrying=4|holding=3|small=1|rides=1|children=3"
3630641436_8f9ac5b9b2_1,"three dogs entering the ocean","toy=1|running=1|three=4|ocean=4|water=3|sand=4|race=1|walks=1|beach=1|dogs=5|swimming=2"
3631986552_944ea208fc_0,"a surfer catching a big wave in the ocean","boy=1|rides=3|air=2|water=3|sand=1|camera=1|ocean=5|beach=4|swimming=1"
3635577874_48ebaac734_3,"the boy is doing a stunt through the air on his bicycle","boy=5|little=1|dirt=2|jumps=4|sitting=1|young=5|air=2|bike=4|small=3|riding=5|face=1|rides=3|children=3|road=1"
363617160_6cb0c723be_4,"a little girl paints the ground white outside","little=4|sitting=1|young=5|hair=1|field=1|carrying=1|small=2|white=4|children=5|road=2|women=1"
3639967449_137f48b43d_3,"two little boys are sitting on a step eating ice lollipops","building=1|boy=4|little=3|sitting=4|young=5|face=1|mouth=3|holding=3|small=4|sits=4|children=4"
3640422448_a0f42e4559_4,"a mountain biker is jumping his bike over a tree stump in the woods","mountain=4|snowy=1|jumps=5|dirt=4|tree=1|young=1|bike=4|air=3|large=1|race=1|riding=3|rides=3"
3641022607_e7a5455d6c_3,"a man windsurfs in a wetsuit","wearing=2|shirt=2|rides=3|air=2|water=3|riding=2|ocean=4|beach=2|swimming=2"
